Even the flu won’t stop us! Thanks to the Keyport BOE for inviting us to present tonight! #futurecity #kcsgnt… https://t.co/cMeRtGuBAx,FALSE,17,NA,2019-02-27T23:59:50Z,TRUE,NA,1100908396922966017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mrsgoldsmith39,3,FALSE,FALSE,NA,NA
RT @AdamJamesM60: Former congressional candidate @Kanew made national news last week by calling out TN Speaker for letting an alleged sexua…,FALSE,0,NA,2019-02-27T23:59:26Z,FALSE,NA,1100908295118876672,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",adaroot_ny,13,TRUE,FALSE,NA,NA
Army doctors applaud his effort to create the cure-all. Have the flu? 800mgs. Got shot in the forehead? 800mgs. Bon… https://t.co/TfgyIZvYT8,FALSE,28,NA,2019-02-27T23:58:05Z,TRUE,NA,1100907959054417920,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Casa_de_Tilly,4,FALSE,FALSE,NA,NA
"I’m currently sick with the flu so there will be no Break Time with Brittany this week! 

BUT next week be sure to… https://t.co/MZxrlkGJHT",FALSE,1,NA,2019-02-27T23:57:42Z,TRUE,NA,1100907860546904064,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BTWbrittany,0,FALSE,FALSE,NA,NA
"@BalancedBodyChi Agreed!
Always great to reduce flu infections. By any amount!",FALSE,0,BalancedBodyChi,2019-02-27T23:56:57Z,FALSE,1100907356840435712,1100907670004027394,564912853,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",cacoethes_carpe,0,FALSE,FALSE,NA,NA
@fras99 Too many #AngryOldWhiteMen but nature has a plan for them. They are dying off slowly but surely. I’ve quote… https://t.co/yLI8DJd33Z,FALSE,0,fras99,2019-02-27T23:56:52Z,TRUE,1100844368515264512,1100907650185875457,216385227,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BaltSparky,0,FALSE,FALSE,NA,NA
"Flu update: fever is coming down finally. The brace has helped with the pain when coughing and sneezing (thank you,… https://t.co/zQywgSIdp0",FALSE,0,NA,2019-02-27T23:56:12Z,TRUE,NA,1100907484733005824,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",dochappycamper,0,FALSE,FALSE,NA,NA
"Wow, the flu vaccine is less than 50% effective. We should definitely mandate it. That’s worth the risk😱.  These ar… https://t.co/Mq3p8SmfzY",FALSE,1,NA,2019-02-27T23:55:42Z,TRUE,NA,1100907356840435712,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",BalancedBodyChi,0,FALSE,FALSE,NA,NA
@theSmokeyVol Damn this flu,FALSE,1,theSmokeyVol,2019-02-27T23:55:28Z,FALSE,1100906534656229376,1100907297004572672,1061820926776479746,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",vo_ldemort,0,FALSE,FALSE,NA,NA
"Spread love, not germs this flu season with @bathandbodyworks Gentle Foaming Hand Soaps &amp; PocketBac Hand Sanitizers… https://t.co/oqarOvv9P9",FALSE,0,NA,2019-02-27T23:55:05Z,TRUE,NA,1100907202196451328,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",SanduskyMall,0,FALSE,FALSE,NA,NA
